LineId,Device,Month,Date,Time,Type,Component,Content,EventId,EventTemplate,ParameterList
1,mail.insect.com,Mar,4,14:14:54,mail,auth,pam_unix(dovecot:auth): authentication failure; logname= uid=0 euid=0 tty=dovecot ruser=violet rhost=127.0.0.1  user=violet,e4c34c7d,pam_unix(dovecot:<*>): authentication failure; logname= uid=<*> euid=<*> tty=<*> ruser=<*> rhost=<*>.<*>.<*>.<*> user=<*>,"['auth', '0', '0', 'dovecot', 'violet', '127', '0.0.1', 'violet']"
2,mail.insect.com,Mar,4,14:14:58,mail,auth,pam_unix(dovecot:auth): authentication failure; logname= uid=0 euid=0 tty=dovecot ruser=violet rhost=127.0.0.1  user=violet,e4c34c7d,pam_unix(dovecot:<*>): authentication failure; logname= uid=<*> euid=<*> tty=<*> ruser=<*> rhost=<*>.<*>.<*>.<*> user=<*>,"['auth', '0', '0', 'dovecot', 'violet', '127', '0.0.1', 'violet']"
3,mail.insect.com,Mar,4,14:14:58,mail,auth,pam_unix(dovecot:auth): authentication failure; logname= uid=0 euid=0 tty=dovecot ruser=violet rhost=127.0.0.1  user=violet,e4c34c7d,pam_unix(dovecot:<*>): authentication failure; logname= uid=<*> euid=<*> tty=<*> ruser=<*> rhost=<*>.<*>.<*>.<*> user=<*>,"['auth', '0', '0', 'dovecot', 'violet', '127', '0.0.1', 'violet']"
4,mail.insect.com,Mar,4,14:14:58,mail,auth,pam_unix(dovecot:auth): authentication failure; logname= uid=0 euid=0 tty=dovecot ruser=violet rhost=127.0.0.1  user=violet,e4c34c7d,pam_unix(dovecot:<*>): authentication failure; logname= uid=<*> euid=<*> tty=<*> ruser=<*> rhost=<*>.<*>.<*>.<*> user=<*>,"['auth', '0', '0', 'dovecot', 'violet', '127', '0.0.1', 'violet']"
5,mail.insect.com,Mar,4,14:14:59,mail,auth,pam_unix(dovecot:auth): authentication failure; logname= uid=0 euid=0 tty=dovecot ruser=violet rhost=127.0.0.1  user=violet,e4c34c7d,pam_unix(dovecot:<*>): authentication failure; logname= uid=<*> euid=<*> tty=<*> ruser=<*> rhost=<*>.<*>.<*>.<*> user=<*>,"['auth', '0', '0', 'dovecot', 'violet', '127', '0.0.1', 'violet']"
6,mail.insect.com,Mar,4,14:14:59,mail,auth,pam_unix(dovecot:auth): authentication failure; logname= uid=0 euid=0 tty=dovecot ruser=violet rhost=127.0.0.1  user=violet,e4c34c7d,pam_unix(dovecot:<*>): authentication failure; logname= uid=<*> euid=<*> tty=<*> ruser=<*> rhost=<*>.<*>.<*>.<*> user=<*>,"['auth', '0', '0', 'dovecot', 'violet', '127', '0.0.1', 'violet']"
7,mail.insect.com,Mar,4,14:14:59,mail,auth,pam_unix(dovecot:auth): authentication failure; logname= uid=0 euid=0 tty=dovecot ruser=violet rhost=127.0.0.1  user=violet,e4c34c7d,pam_unix(dovecot:<*>): authentication failure; logname= uid=<*> euid=<*> tty=<*> ruser=<*> rhost=<*>.<*>.<*>.<*> user=<*>,"['auth', '0', '0', 'dovecot', 'violet', '127', '0.0.1', 'violet']"
8,mail.insect.com,Mar,4,14:14:59,mail,auth,pam_unix(dovecot:auth): authentication failure; logname= uid=0 euid=0 tty=dovecot ruser=violet rhost=127.0.0.1  user=violet,e4c34c7d,pam_unix(dovecot:<*>): authentication failure; logname= uid=<*> euid=<*> tty=<*> ruser=<*> rhost=<*>.<*>.<*>.<*> user=<*>,"['auth', '0', '0', 'dovecot', 'violet', '127', '0.0.1', 'violet']"
9,mail.insect.com,Mar,4,14:14:59,mail,auth,pam_unix(dovecot:auth): authentication failure; logname= uid=0 euid=0 tty=dovecot ruser=violet rhost=127.0.0.1  user=violet,e4c34c7d,pam_unix(dovecot:<*>): authentication failure; logname= uid=<*> euid=<*> tty=<*> ruser=<*> rhost=<*>.<*>.<*>.<*> user=<*>,"['auth', '0', '0', 'dovecot', 'violet', '127', '0.0.1', 'violet']"
10,mail.insect.com,Mar,4,14:14:59,mail,auth,pam_unix(dovecot:auth): authentication failure; logname= uid=0 euid=0 tty=dovecot ruser=violet rhost=127.0.0.1  user=violet,e4c34c7d,pam_unix(dovecot:<*>): authentication failure; logname= uid=<*> euid=<*> tty=<*> ruser=<*> rhost=<*>.<*>.<*>.<*> user=<*>,"['auth', '0', '0', 'dovecot', 'violet', '127', '0.0.1', 'violet']"
11,mail.insect.com,Mar,4,14:14:59,mail,auth,pam_unix(dovecot:auth): authentication failure; logname= uid=0 euid=0 tty=dovecot ruser=violet rhost=127.0.0.1  user=violet,e4c34c7d,pam_unix(dovecot:<*>): authentication failure; logname= uid=<*> euid=<*> tty=<*> ruser=<*> rhost=<*>.<*>.<*>.<*> user=<*>,"['auth', '0', '0', 'dovecot', 'violet', '127', '0.0.1', 'violet']"
12,mail.insect.com,Mar,4,14:14:59,mail,auth,pam_unix(dovecot:auth): authentication failure; logname= uid=0 euid=0 tty=dovecot ruser=violet rhost=127.0.0.1  user=violet,e4c34c7d,pam_unix(dovecot:<*>): authentication failure; logname= uid=<*> euid=<*> tty=<*> ruser=<*> rhost=<*>.<*>.<*>.<*> user=<*>,"['auth', '0', '0', 'dovecot', 'violet', '127', '0.0.1', 'violet']"
