::1 - - [29/Feb/2020:00:08:30 +0000] "OPTIONS * HTTP/1.0" 200 110 "-" "Apache/2.4.25 (Debian) OpenSSL/1.0.2u (internal dummy connection)"
::1 - - [29/Feb/2020:00:19:10 +0000] "OPTIONS * HTTP/1.0" 200 110 "-" "Apache/2.4.25 (Debian) OpenSSL/1.0.2u (internal dummy connection)"
::1 - - [29/Feb/2020:00:27:20 +0000] "OPTIONS * HTTP/1.0" 200 110 "-" "Apache/2.4.25 (Debian) OpenSSL/1.0.2u (internal dummy connection)"
::1 - - [29/Feb/2020:00:34:18 +0000] "OPTIONS * HTTP/1.0" 200 110 "-" "Apache/2.4.25 (Debian) OpenSSL/1.0.2u (internal dummy connection)"
::1 - - [29/Feb/2020:00:35:31 +0000] "OPTIONS * HTTP/1.0" 200 110 "-" "Apache/2.4.25 (Debian) OpenSSL/1.0.2u (internal dummy connection)"
::1 - - [29/Feb/2020:00:39:23 +0000] "OPTIONS * HTTP/1.0" 200 110 "-" "Apache/2.4.25 (Debian) OpenSSL/1.0.2u (internal dummy connection)"
::1 - - [29/Feb/2020:00:40:31 +0000] "OPTIONS * HTTP/1.0" 200 110 "-" "Apache/2.4.25 (Debian) OpenSSL/1.0.2u (internal dummy connection)"
::1 - - [29/Feb/2020:00:47:51 +0000] "OPTIONS * HTTP/1.0" 200 110 "-" "Apache/2.4.25 (Debian) OpenSSL/1.0.2u (internal dummy connection)"
::1 - - [29/Feb/2020:00:48:43 +0000] "OPTIONS * HTTP/1.0" 200 110 "-" "Apache/2.4.25 (Debian) OpenSSL/1.0.2u (internal dummy connection)"
::1 - - [29/Feb/2020:00:49:07 +0000] "OPTIONS * HTTP/1.0" 200 110 "-" "Apache/2.4.25 (Debian) OpenSSL/1.0.2u (internal dummy connection)"
::1 - - [29/Feb/2020:00:49:09 +0000] "OPTIONS * HTTP/1.0" 200 110 "-" "Apache/2.4.25 (Debian) OpenSSL/1.0.2u (internal dummy connection)"
::1 - - [29/Feb/2020:00:49:10 +0000] "OPTIONS * HTTP/1.0" 200 110 "-" "Apache/2.4.25 (Debian) OpenSSL/1.0.2u (internal dummy connection)"
::1 - - [29/Feb/2020:00:50:30 +0000] "OPTIONS * HTTP/1.0" 200 110 "-" "Apache/2.4.25 (Debian) OpenSSL/1.0.2u (internal dummy connection)"
::1 - - [29/Feb/2020:00:52:24 +0000] "OPTIONS * HTTP/1.0" 200 110 "-" "Apache/2.4.25 (Debian) OpenSSL/1.0.2u (internal dummy connection)"
::1 - - [29/Feb/2020:00:55:38 +0000] "OPTIONS * HTTP/1.0" 200 110 "-" "Apache/2.4.25 (Debian) OpenSSL/1.0.2u (internal dummy connection)"
::1 - - [29/Feb/2020:01:03:58 +0000] "OPTIONS * HTTP/1.0" 200 110 "-" "Apache/2.4.25 (Debian) OpenSSL/1.0.2u (internal dummy connection)"
::1 - - [29/Feb/2020:01:03:59 +0000] "OPTIONS * HTTP/1.0" 200 110 "-" "Apache/2.4.25 (Debian) OpenSSL/1.0.2u (internal dummy connection)"
::1 - - [29/Feb/2020:01:04:00 +0000] "OPTIONS * HTTP/1.0" 200 110 "-" "Apache/2.4.25 (Debian) OpenSSL/1.0.2u (internal dummy connection)"
::1 - - [29/Feb/2020:01:04:01 +0000] "OPTIONS * HTTP/1.0" 200 110 "-" "Apache/2.4.25 (Debian) OpenSSL/1.0.2u (internal dummy connection)"
::1 - - [29/Feb/2020:01:04:02 +0000] "OPTIONS * HTTP/1.0" 200 110 "-" "Apache/2.4.25 (Debian) OpenSSL/1.0.2u (internal dummy connection)"
::1 - - [29/Feb/2020:01:04:03 +0000] "OPTIONS * HTTP/1.0" 200 110 "-" "Apache/2.4.25 (Debian) OpenSSL/1.0.2u (internal dummy connection)"
::1 - - [29/Feb/2020:01:04:20 +0000] "OPTIONS * HTTP/1.0" 200 110 "-" "Apache/2.4.25 (Debian) OpenSSL/1.0.2u (internal dummy connection)"
192.168.10.18 - - [29/Feb/2020:01:05:08 +0000] "GET /login.php HTTP/1.1" 200 2538 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/77.0.3865.90 HeadlessChrome/77.0.3865.90 Safari/537.36"
192.168.10.18 - - [29/Feb/2020:01:05:15 +0000] "POST /login.php HTTP/1.1" 302 607 "http://mail.insect.com/login.php" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/77.0.3865.90 HeadlessChrome/77.0.3865.90 Safari/537.36"
192.168.10.18 - - [29/Feb/2020:01:05:15 +0000] "GET /services/portal/ HTTP/1.1" 200 7263 "http://mail.insect.com/login.php" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/77.0.3865.90 HeadlessChrome/77.0.3865.90 Safari/537.36"
192.168.10.18 - - [29/Feb/2020:01:05:20 +0000] "GET /nag/ HTTP/1.1" 200 8361 "http://mail.insect.com/services/portal/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/77.0.3865.90 HeadlessChrome/77.0.3865.90 Safari/537.36"
::1 - - [29/Feb/2020:01:05:42 +0000] "OPTIONS * HTTP/1.0" 200 110 "-" "Apache/2.4.25 (Debian) OpenSSL/1.0.2u (internal dummy connection)"
192.168.10.18 - - [29/Feb/2020:01:05:59 +0000] "GET /nag/task.php?tasklist=6EiYQaWGWZc2UV8Th4Cui8F&task=UiZ9SvZszeBFykOR1pSQOn8&actionID=modify_task&have_search&tab_name=1&url=%2Fnag%2F HTTP/1.1" 200 9126 "http://mail.insect.com/nag/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/77.0.3865.90 HeadlessChrome/77.0.3865.90 Safari/537.36"
192.168.10.18 - - [29/Feb/2020:01:06:03 +0000] "POST /nag/task/save.php HTTP/1.1" 302 414 "http://mail.insect.com/nag/task.php?tasklist=6EiYQaWGWZc2UV8Th4Cui8F&task=UiZ9SvZszeBFykOR1pSQOn8&actionID=modify_task&have_search&tab_name=1&url=%2Fnag%2F" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/77.0.3865.90 HeadlessChrome/77.0.3865.90 Safari/537.36"
192.168.10.18 - - [29/Feb/2020:01:06:03 +0000] "GET /nag/list.php HTTP/1.1" 200 8371 "http://mail.insect.com/nag/task.php?tasklist=6EiYQaWGWZc2UV8Th4Cui8F&task=UiZ9SvZszeBFykOR1pSQOn8&actionID=modify_task&have_search&tab_name=1&url=%2Fnag%2F" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/77.0.3865.90 HeadlessChrome/77.0.3865.90 Safari/537.36"
::1 - - [29/Feb/2020:01:06:21 +0000] "OPTIONS * HTTP/1.0" 200 110 "-" "Apache/2.4.25 (Debian) OpenSSL/1.0.2u (internal dummy connection)"
192.168.10.18 - - [29/Feb/2020:01:06:37 +0000] "GET /services/portal/ HTTP/1.1" 200 7090 "http://mail.insect.com/nag/list.php" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/77.0.3865.90 HeadlessChrome/77.0.3865.90 Safari/537.36"
192.168.10.18 - - [29/Feb/2020:01:06:40 +0000] "GET /nag/ HTTP/1.1" 200 8265 "http://mail.insect.com/services/portal/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/77.0.3865.90 HeadlessChrome/77.0.3865.90 Safari/537.36"
192.168.10.18 - - [29/Feb/2020:01:07:18 +0000] "GET /nag/task.php?tasklist=6EiYQaWGWZc2UV8Th4Cui8F&task=Nypq6ZE7LlEj6ZyO9kAh2Be&actionID=modify_task&have_search&tab_name=1&url=%2Fnag%2F HTTP/1.1" 200 9097 "http://mail.insect.com/nag/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/77.0.3865.90 HeadlessChrome/77.0.3865.90 Safari/537.36"
